"Site","LUtype","Chamber","SampleDate","StartTime","RowInter","AirTmpStart","AirTmpEnd","SoilTmpEnd","SoilMoisPercent","NO3","NH4","NetNMin","NetNNitr","DOC","DaysPostNFert","FertPlant","color.use","LUname","SampleDate2","easysitename"
"F2","F","A","2013.06.13","","",NA,NA,NA,0.166119893,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-13,"F2_2013.06.13"
"F2","F","B","2013.06.13","","",NA,NA,NA,0.177510104,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-13,"F2_2013.06.13"
"F2","F","C","2013.06.13","","",NA,NA,NA,0.167802832,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-13,"F2_2013.06.13"
"F2","F","D","2013.06.13","","",NA,NA,NA,0.188444248,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-13,"F2_2013.06.13"
"F2","F","E","2013.06.13","","",NA,NA,NA,0.169279481,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-13,"F2_2013.06.13"
"S1","S","A","2013.06.13","","",NA,NA,NA,0.110695041,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-13,"S1_2013.06.13"
"S1","S","B","2013.06.13","","",NA,NA,NA,0.103814497,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-13,"S1_2013.06.13"
"S1","S","C","2013.06.13","","",NA,NA,NA,0.095374297,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-13,"S1_2013.06.13"
"S1","S","D","2013.06.13","","",NA,NA,NA,0.128125286,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-13,"S1_2013.06.13"
"S1","S","E","2013.06.13","","",NA,NA,NA,0.085002313,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-13,"S1_2013.06.13"
"F3","F","A","2013.06.14","","",NA,NA,NA,0.180891919,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-14,"F3_2013.06.14"
"F3","F","B","2013.06.14","","",NA,NA,NA,0.185487126,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-14,"F3_2013.06.14"
"F3","F","C","2013.06.14","","",NA,NA,NA,0.174680019,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-14,"F3_2013.06.14"
"F3","F","D","2013.06.14","","",NA,NA,NA,0.171638176,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-14,"F3_2013.06.14"
"F3","F","E","2013.06.14","","",NA,NA,NA,0.160272681,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-14,"F3_2013.06.14"
"M1","M","A","2013.06.14","","",NA,NA,NA,0.137909451,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-14,"M1_2013.06.14"
"M1","M","B","2013.06.14","","",NA,NA,NA,0.189152488,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-14,"M1_2013.06.14"
"M1","M","C","2013.06.14","","",NA,NA,NA,0.158936003,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-14,"M1_2013.06.14"
"M1","M","D","2013.06.14","","",NA,NA,NA,0.173184358,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-14,"M1_2013.06.14"
"M1","M","E","2013.06.14","","",NA,NA,NA,0.148462944,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-14,"M1_2013.06.14"
"M2","M","A","2013.06.18","","",NA,NA,NA,0.161706754,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-18,"M2_2013.06.18"
"M2","M","B","2013.06.18","","",NA,NA,NA,0.171056946,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-18,"M2_2013.06.18"
"M2","M","C","2013.06.18","","",NA,NA,NA,0.156862745,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-18,"M2_2013.06.18"
"M2","M","D","2013.06.18","","",NA,NA,NA,0.169124771,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-18,"M2_2013.06.18"
"M2","M","E","2013.06.18","","",NA,NA,NA,0.174025137,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-18,"M2_2013.06.18"
"S2","S","A","2013.06.18","","",NA,NA,NA,0.086025752,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-18,"S2_2013.06.18"
"S2","S","B","2013.06.18","","",NA,NA,NA,0.08454927,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-18,"S2_2013.06.18"
"S2","S","C","2013.06.18","","",NA,NA,NA,0.079389047,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-18,"S2_2013.06.18"
"S2","S","D","2013.06.18","","",NA,NA,NA,0.078262849,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-18,"S2_2013.06.18"
"S2","S","E","2013.06.18","","",NA,NA,NA,0.082863373,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-18,"S2_2013.06.18"
"F2","F","A","2013.06.20","","",NA,NA,NA,0.175229424,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-20,"F2_2013.06.20"
"F2","F","B","2013.06.20","","",NA,NA,NA,0.163040781,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-20,"F2_2013.06.20"
"F2","F","C","2013.06.20","","",NA,NA,NA,0.180347786,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-20,"F2_2013.06.20"
"F2","F","D","2013.06.20","","",NA,NA,NA,0.186340825,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-20,"F2_2013.06.20"
"F2","F","E","2013.06.20","","",NA,NA,NA,0.199770849,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-20,"F2_2013.06.20"
"M1","M","A","2013.06.20","","",NA,NA,NA,0.138756845,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-20,"M1_2013.06.20"
"M1","M","B","2013.06.20","","",NA,NA,NA,0.130884279,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-20,"M1_2013.06.20"
"M1","M","C","2013.06.20","","",NA,NA,NA,0.141248201,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-20,"M1_2013.06.20"
"M1","M","D","2013.06.20","","",NA,NA,NA,0.134609083,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-20,"M1_2013.06.20"
"M1","M","E","2013.06.20","","",NA,NA,NA,0.136525133,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-20,"M1_2013.06.20"
"S1","S","A","2013.06.20","","",NA,NA,NA,0.09454928,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-20,"S1_2013.06.20"
"S1","S","B","2013.06.20","","",NA,NA,NA,0.098959847,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-20,"S1_2013.06.20"
"S1","S","C","2013.06.20","","",NA,NA,NA,0.096015479,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-20,"S1_2013.06.20"
"S1","S","D","2013.06.20","","",NA,NA,NA,0.088725817,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-20,"S1_2013.06.20"
"S1","S","E","2013.06.20","","",NA,NA,NA,0.100118584,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-20,"S1_2013.06.20"
"F2","F","A","2013.06.25","","",NA,NA,NA,0.194244604,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-25,"F2_2013.06.25"
"F2","F","B","2013.06.25","","",NA,NA,NA,0.207876328,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-25,"F2_2013.06.25"
"F2","F","C","2013.06.25","","",NA,NA,NA,0.205198567,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-25,"F2_2013.06.25"
"F2","F","D","2013.06.25","","",NA,NA,NA,0.209294948,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-25,"F2_2013.06.25"
"F2","F","E","2013.06.25","","",NA,NA,NA,0.204033442,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-25,"F2_2013.06.25"
"M1","M","A","2013.06.25","","",NA,NA,NA,0.147108089,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-25,"M1_2013.06.25"
"M1","M","B","2013.06.25","","",NA,NA,NA,0.129350037,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-25,"M1_2013.06.25"
"M1","M","C","2013.06.25","","",NA,NA,NA,0.141424345,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-25,"M1_2013.06.25"
"M1","M","D","2013.06.25","","",NA,NA,NA,0.140063744,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-25,"M1_2013.06.25"
"M1","M","E","2013.06.25","","",NA,NA,NA,0.130117058,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-25,"M1_2013.06.25"
"S1","S","A","2013.06.25","","",NA,NA,NA,0.147782576,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-25,"S1_2013.06.25"
"S1","S","B","2013.06.25","","",NA,NA,NA,0.17246823,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-25,"S1_2013.06.25"
"S1","S","C","2013.06.25","","",NA,NA,NA,0.155963303,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-25,"S1_2013.06.25"
"S1","S","D","2013.06.25","","",NA,NA,NA,0.159434813,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-25,"S1_2013.06.25"
"S1","S","E","2013.06.25","","",NA,NA,NA,0.154133292,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-25,"S1_2013.06.25"
"F2","F","A","2013.06.27","","",NA,NA,NA,0.207589705,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-27,"F2_2013.06.27"
"F2","F","B","2013.06.27","","",NA,NA,NA,0.174835696,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-27,"F2_2013.06.27"
"F2","F","C","2013.06.27","","",NA,NA,NA,0.184320267,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-27,"F2_2013.06.27"
"F2","F","D","2013.06.27","","",NA,NA,NA,0.204357818,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-27,"F2_2013.06.27"
"F2","F","E","2013.06.27","","",NA,NA,NA,0.196215604,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-06-27,"F2_2013.06.27"
"M1","M","A","2013.06.27","","",NA,NA,NA,0.127939342,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-27,"M1_2013.06.27"
"M1","M","B","2013.06.27","","",NA,NA,NA,0.137014142,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-27,"M1_2013.06.27"
"M1","M","C","2013.06.27","","",NA,NA,NA,0.12723267,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-27,"M1_2013.06.27"
"M1","M","D","2013.06.27","","",NA,NA,NA,0.130341351,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-27,"M1_2013.06.27"
"M1","M","E","2013.06.27","","",NA,NA,NA,0.135763916,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-06-27,"M1_2013.06.27"
"S1","S","A","2013.06.27","","",NA,NA,NA,0.137317811,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-27,"S1_2013.06.27"
"S1","S","B","2013.06.27","","",NA,NA,NA,0.141024737,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-27,"S1_2013.06.27"
"S1","S","C","2013.06.27","","",NA,NA,NA,0.139644811,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-27,"S1_2013.06.27"
"S1","S","D","2013.06.27","","",NA,NA,NA,0.157748629,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-27,"S1_2013.06.27"
"S1","S","E","2013.06.27","","",NA,NA,NA,0.139902014,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-06-27,"S1_2013.06.27"
"M1","M","A","2013.07.01","","",NA,NA,NA,0.127443568,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-01,"M1_2013.07.01"
"M1","M","B","2013.07.01","","",NA,NA,NA,0.110247494,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-01,"M1_2013.07.01"
"M1","M","C","2013.07.01","","",NA,NA,NA,0.107972073,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-01,"M1_2013.07.01"
"M1","M","D","2013.07.01","","",NA,NA,NA,0.110121133,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-01,"M1_2013.07.01"
"M1","M","E","2013.07.01","","",NA,NA,NA,0.126387397,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-01,"M1_2013.07.01"
"S1","S","A","2013.07.01","","",NA,NA,NA,0.114444823,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-01,"S1_2013.07.01"
"S1","S","B","2013.07.01","","",NA,NA,NA,0.098911301,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-01,"S1_2013.07.01"
"S1","S","C","2013.07.01","","",NA,NA,NA,0.139086851,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-01,"S1_2013.07.01"
"S1","S","D","2013.07.01","","",NA,NA,NA,0.109085118,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-01,"S1_2013.07.01"
"S1","S","E","2013.07.01","","",NA,NA,NA,0.119738703,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-01,"S1_2013.07.01"
"F2","F","A","2013.07.04","","",NA,NA,NA,0.163114669,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-04,"F2_2013.07.04"
"F2","F","B","2013.07.04","","",NA,NA,NA,0.163684258,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-04,"F2_2013.07.04"
"F2","F","C","2013.07.04","","",NA,NA,NA,0.166321805,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-04,"F2_2013.07.04"
"F2","F","D","2013.07.04","","",NA,NA,NA,0.163897203,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-04,"F2_2013.07.04"
"F2","F","E","2013.07.04","","",NA,NA,NA,0.151080748,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-04,"F2_2013.07.04"
"M1","M","A","2013.07.04","","",NA,NA,NA,0.136241868,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-04,"M1_2013.07.04"
"M1","M","B","2013.07.04","","",NA,NA,NA,0.121064654,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-04,"M1_2013.07.04"
"M1","M","C","2013.07.04","","",NA,NA,NA,0.118646723,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-04,"M1_2013.07.04"
"M1","M","D","2013.07.04","","",NA,NA,NA,0.131409974,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-04,"M1_2013.07.04"
"M1","M","E","2013.07.04","","",NA,NA,NA,0.123650161,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-04,"M1_2013.07.04"
"S1","S","A","2013.07.04","","",NA,NA,NA,0.107001432,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-04,"S1_2013.07.04"
"S1","S","B","2013.07.04","","",NA,NA,NA,0.096011325,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-04,"S1_2013.07.04"
"S1","S","C","2013.07.04","","",NA,NA,NA,0.115082757,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-04,"S1_2013.07.04"
"S1","S","D","2013.07.04","","",NA,NA,NA,0.116688649,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-04,"S1_2013.07.04"
"S1","S","E","2013.07.04","","",NA,NA,NA,0.121407467,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-04,"S1_2013.07.04"
"F2","F","A","2013.07.17","","",NA,NA,NA,0.193214286,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-17,"F2_2013.07.17"
"F2","F","B","2013.07.17","","",NA,NA,NA,0.182928803,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-17,"F2_2013.07.17"
"F2","F","C","2013.07.17","","",NA,NA,NA,0.171877337,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-17,"F2_2013.07.17"
"F2","F","D","2013.07.17","","",NA,NA,NA,0.171192341,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-17,"F2_2013.07.17"
"F2","F","E","2013.07.17","","",NA,NA,NA,0.194285714,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-17,"F2_2013.07.17"
"M1","M","A","2013.07.17","","",NA,NA,NA,0.115646259,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-17,"M1_2013.07.17"
"M1","M","B","2013.07.17","","",NA,NA,NA,0.103807107,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-17,"M1_2013.07.17"
"M1","M","C","2013.07.17","","",NA,NA,NA,0.117865429,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-17,"M1_2013.07.17"
"M1","M","D","2013.07.17","","",NA,NA,NA,0.12720633,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-17,"M1_2013.07.17"
"M1","M","E","2013.07.17","","",NA,NA,NA,0.117344897,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-17,"M1_2013.07.17"
"S1","S","A","2013.07.17","","",NA,NA,NA,0.095844875,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-17,"S1_2013.07.17"
"S1","S","B","2013.07.17","","",NA,NA,NA,0.098433048,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-17,"S1_2013.07.17"
"S1","S","C","2013.07.17","","",NA,NA,NA,0.089285714,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-17,"S1_2013.07.17"
"S1","S","D","2013.07.17","","",NA,NA,NA,0.106661184,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-17,"S1_2013.07.17"
"S1","S","E","2013.07.17","","",NA,NA,NA,0.093777452,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-17,"S1_2013.07.17"
"M1","M","A1","2013.07.19","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-19,"M1_2013.07.19"
"M1","M","A2","2013.07.19","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-19,"M1_2013.07.19"
"M1","M","B1","2013.07.19","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-19,"M1_2013.07.19"
"M1","M","B2","2013.07.19","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-19,"M1_2013.07.19"
"S1","S","B2","2013.07.19","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-19,"S1_2013.07.19"
"S1","S","C1","2013.07.19","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-19,"S1_2013.07.19"
"S1","S","C2","2013.07.19","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-19,"S1_2013.07.19"
"F3","F","A","2013.07.23","","",NA,NA,NA,0.183971109,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-23,"F3_2013.07.23"
"F3","F","B","2013.07.23","","",NA,NA,NA,0.16516289,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-23,"F3_2013.07.23"
"F3","F","C","2013.07.23","","",NA,NA,NA,0.158128112,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-23,"F3_2013.07.23"
"F3","F","D","2013.07.23","","",NA,NA,NA,0.168555787,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-23,"F3_2013.07.23"
"F3","F","E","2013.07.23","","",NA,NA,NA,0.155331129,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-23,"F3_2013.07.23"
"M2","M","A","2013.07.23","","",NA,NA,NA,0.251168533,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-23,"M2_2013.07.23"
"M2","M","B","2013.07.23","","",NA,NA,NA,0.232330716,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-23,"M2_2013.07.23"
"M2","M","C","2013.07.23","","",NA,NA,NA,0.227481832,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-23,"M2_2013.07.23"
"M2","M","D","2013.07.23","","",NA,NA,NA,0.252763168,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-23,"M2_2013.07.23"
"M2","M","E","2013.07.23","","",NA,NA,NA,0.242843406,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-23,"M2_2013.07.23"
"S3","S","A","2013.07.23","","",NA,NA,NA,0.167985509,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-23,"S3_2013.07.23"
"S3","S","B","2013.07.23","","",NA,NA,NA,0.089792128,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-23,"S3_2013.07.23"
"S3","S","C","2013.07.23","","",NA,NA,NA,0.130841947,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-23,"S3_2013.07.23"
"S3","S","D","2013.07.23","","",NA,NA,NA,0.119816076,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-23,"S3_2013.07.23"
"S3","S","E","2013.07.23","","",NA,NA,NA,0.117495647,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-23,"S3_2013.07.23"
"F1","F","A","2013.07.24","","",NA,NA,NA,0.160747011,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-24,"F1_2013.07.24"
"F1","F","B","2013.07.24","","",NA,NA,NA,0.174993827,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-24,"F1_2013.07.24"
"F1","F","C","2013.07.24","","",NA,NA,NA,0.17760652,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-24,"F1_2013.07.24"
"F1","F","D","2013.07.24","","",NA,NA,NA,0.153363305,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-24,"F1_2013.07.24"
"F1","F","E","2013.07.24","","",NA,NA,NA,0.183715858,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2013-07-24,"F1_2013.07.24"
"M3","M","A","2013.07.24","","",NA,NA,NA,0.095464705,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-24,"M3_2013.07.24"
"M3","M","B","2013.07.24","","",NA,NA,NA,0.104263242,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-24,"M3_2013.07.24"
"M3","M","C","2013.07.24","","",NA,NA,NA,0.084402189,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-24,"M3_2013.07.24"
"M3","M","D","2013.07.24","","",NA,NA,NA,0.09972668,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-24,"M3_2013.07.24"
"M3","M","E","2013.07.24","","",NA,NA,NA,0.092302951,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2013-07-24,"M3_2013.07.24"
"S2","S","A","2013.07.24","","",NA,NA,NA,0.060792518,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-24,"S2_2013.07.24"
"S2","S","B","2013.07.24","","",NA,NA,NA,0.054980552,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-24,"S2_2013.07.24"
"S2","S","C","2013.07.24","","",NA,NA,NA,0.047575895,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-24,"S2_2013.07.24"
"S2","S","D","2013.07.24","","",NA,NA,NA,0.051761323,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2013-07-24,"S2_2013.07.24"
