"Site","LUtype","Chamber","SampleDate","StartTime","RowInter","AirTmpStart","AirTmpEnd","SoilTmpEnd","SoilMoisPercent","NO3","NH4","NetNMin","NetNNitr","DOC","DaysPostNFert","FertPlant","color.use","LUname","SampleDate2","easysitename"
"SM","S","C","2014.02.24","13:00","R",23,22.5,26,0.352187724,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-02-24,"SM_2014.02.24"
"SM","S","D","2014.02.24","13:00","I",23,22.5,26,0.370296574,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-02-24,"SM_2014.02.24"
"SM","S","E","2014.02.24","13:00","R",23,22.5,26,0.395946332,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-02-24,"SM_2014.02.24"
"F2","F","A","2014.02.25","9:40","F",24,24,24,0.286777961,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-02-25,"F2_2014.02.25"
"F2","F","B","2014.02.25","9:40","F",24,24,23,0.284495937,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-02-25,"F2_2014.02.25"
"F2","F","C","2014.02.25","9:40","F",24,24,24,0.366031829,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-02-25,"F2_2014.02.25"
"F2","F","D","2014.02.25","9:40","F",24,24,24,0.315798448,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-02-25,"F2_2014.02.25"
"F2","F","E","2014.02.25","9:40","F",24,24,24,0.397903899,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-02-25,"F2_2014.02.25"
"M3","M","A","2014.02.25","8:00","R",23.5,26.5,24,0.214378406,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-02-25,"M3_2014.02.25"
"M3","M","B","2014.02.25","8:00","R",23.5,26.5,25,0.214142946,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-02-25,"M3_2014.02.25"
"M3","M","C","2014.02.25","8:00","I",23.5,26.5,24,0.242133507,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-02-25,"M3_2014.02.25"
"M3","M","D","2014.02.25","8:00","I",23.5,26.5,24,0.215900343,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-02-25,"M3_2014.02.25"
"M3","M","E","2014.02.25","8:00","R",23.5,26.5,24,0.193770304,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-02-25,"M3_2014.02.25"
"F2","F","A","2014.03.06","15:15","F",32,28,25,0.206234512,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-06,"F2_2014.03.06"
"F2","F","B","2014.03.06","15:15","F",32,28,26,0.246179909,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-06,"F2_2014.03.06"
"F2","F","C","2014.03.06","15:15","F",32,28,25,0.299057592,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-06,"F2_2014.03.06"
"F2","F","D","2014.03.06","15:15","F",32,28,25,0.202900215,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-06,"F2_2014.03.06"
"F2","F","E","2014.03.06","15:15","F",32,28,25,0.23287792,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-06,"F2_2014.03.06"
"M1","M","A","2014.03.06","8:00","I",24.5,27,27,0.291093729,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkorange","Soya/Maize DC",2014-03-06,"M1_2014.03.06"
"M1","M","B","2014.03.06","8:00","R",24.5,27,26,0.237031389,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkorange","Soya/Maize DC",2014-03-06,"M1_2014.03.06"
"M1","M","C","2014.03.06","8:00","R",24.5,27,27,0.293896049,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkorange","Soya/Maize DC",2014-03-06,"M1_2014.03.06"
"M1","M","D","2014.03.06","8:00","R",24.5,27,26,0.268557593,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkorange","Soya/Maize DC",2014-03-06,"M1_2014.03.06"
"M1","M","E","2014.03.06","8:00","I",24.5,27,26,0.305721993,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkorange","Soya/Maize DC",2014-03-06,"M1_2014.03.06"
"M2","M","A","2014.03.06","10:00","I",31,42.5,27,0.18298348,NA,NA,NA,NA,NA,1,"2014.03.05","darkorange","Soya/Maize DC",2014-03-06,"M2_2014.03.06"
"M2","M","B","2014.03.06","10:00","R",31,42.5,28,0.188844892,NA,NA,NA,NA,NA,1,"2014.03.05","darkorange","Soya/Maize DC",2014-03-06,"M2_2014.03.06"
"M2","M","C","2014.03.06","10:00","R",31,42.5,27,0.178268957,NA,NA,NA,NA,NA,1,"2014.03.05","darkorange","Soya/Maize DC",2014-03-06,"M2_2014.03.06"
"M2","M","D","2014.03.06","10:00","I",31,42.5,27,0.194998303,NA,NA,NA,NA,NA,1,"2014.03.05","darkorange","Soya/Maize DC",2014-03-06,"M2_2014.03.06"
"M2","M","E","2014.03.06","10:00","R",31,42.5,28,0.183353544,NA,NA,NA,NA,NA,1,"2014.03.05","darkorange","Soya/Maize DC",2014-03-06,"M2_2014.03.06"
"SM","S","A","2014.03.06","13:40","R",36.5,35,29,0.200376148,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkblue","Soya SC",2014-03-06,"SM_2014.03.06"
"SM","S","B","2014.03.06","13:40","R",36.5,35,30,0.194463289,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkblue","Soya SC",2014-03-06,"SM_2014.03.06"
"SM","S","C","2014.03.06","13:40","R",36.5,35,30,0.184576369,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkblue","Soya SC",2014-03-06,"SM_2014.03.06"
"SM","S","D","2014.03.06","13:40","I",36.5,35,28,0.184475292,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkblue","Soya SC",2014-03-06,"SM_2014.03.06"
"SM","S","E","2014.03.06","13:40","I",36.5,35,29,0.196806433,NA,NA,NA,NA,NA,1.5,"2014.03.04","darkblue","Soya SC",2014-03-06,"SM_2014.03.06"
"M2","M","A","2014.03.07","7:55","R",25,32,26,0.198348229,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-07,"M2_2014.03.07"
"M2","M","B","2014.03.07","7:55","I",25,32,27,0.194703944,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-07,"M2_2014.03.07"
"M2","M","C","2014.03.07","7:55","R",25,32,27,0.194334151,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-07,"M2_2014.03.07"
"M2","M","D","2014.03.07","7:55","I",25,32,26,0.198767967,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-07,"M2_2014.03.07"
"M2","M","E","2014.03.07","7:55","R",25,32,27,0.210128932,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-07,"M2_2014.03.07"
"SM","S","A","2014.03.07","9:30","I",31,41,27,0.272028873,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-07,"SM_2014.03.07"
"SM","S","B","2014.03.07","9:30","I",31,41,27,0.267773299,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-07,"SM_2014.03.07"
"SM","S","C","2014.03.07","9:30","R",31,41,27,0.288556497,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-07,"SM_2014.03.07"
"SM","S","D","2014.03.07","9:30","I",31,41,27,0.297983801,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-07,"SM_2014.03.07"
"SM","S","E","2014.03.07","9:30","R",31,41,27,0.281926741,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-07,"SM_2014.03.07"
"M1","M","A","2014.03.10","9:40","R",28,29.5,27,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M1_2014.03.10"
"M1","M","B","2014.03.10","9:40","R",28,29.5,26,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M1_2014.03.10"
"M1","M","C","2014.03.10","9:40","I",28,29.5,26,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M1_2014.03.10"
"M1","M","D","2014.03.10","9:40","R",28,29.5,27,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M1_2014.03.10"
"M1","M","E","2014.03.10","9:40","R",28,29.5,28,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M1_2014.03.10"
"M2","M","A","2014.03.10","14:30","I",37,29,30,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M2_2014.03.10"
"M2","M","B","2014.03.10","14:30","R",37,29,31,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M2_2014.03.10"
"M2","M","C","2014.03.10","14:30","R",37,29,30,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M2_2014.03.10"
"M2","M","D","2014.03.10","14:30","I",37,29,30,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M2_2014.03.10"
"M2","M","E","2014.03.10","14:30","I",37,29,30,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-10,"M2_2014.03.10"
"SM","S","A","2014.03.10","11:00","R",30,40,29,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-10,"SM_2014.03.10"
"SM","S","B","2014.03.10","11:00","I",30,40,29,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-10,"SM_2014.03.10"
"SM","S","C","2014.03.10","11:00","I",30,40,29,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-10,"SM_2014.03.10"
"SM","S","D","2014.03.10","11:00","I",30,40,28,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-10,"SM_2014.03.10"
"SM","S","E","2014.03.10","11:00","R",30,40,28,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-10,"SM_2014.03.10"
"F2","F","A","2014.03.11","13:55","F",28,29,26,NA,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-11,"F2_2014.03.11"
"F2","F","B","2014.03.11","13:55","F",28,29,26,NA,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-11,"F2_2014.03.11"
"F2","F","C","2014.03.11","13:55","F",28,29,25,NA,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-11,"F2_2014.03.11"
"F2","F","D","2014.03.11","13:55","F",28,29,25,NA,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-11,"F2_2014.03.11"
"F2","F","E","2014.03.11","13:55","F",28,29,25,NA,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-11,"F2_2014.03.11"
"M1","M","A","2014.03.13","8:22","I",27.5,40.5,25,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M1_2014.03.13"
"M1","M","B","2014.03.13","8:22","R",27.5,40.5,25,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M1_2014.03.13"
"M1","M","C","2014.03.13","8:22","I",27.5,40.5,25,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M1_2014.03.13"
"M1","M","D","2014.03.13","8:22","R",27.5,40.5,25,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M1_2014.03.13"
"M1","M","E","2014.03.13","8:22","R",27.5,40.5,26,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M1_2014.03.13"
"M2","M","A","2014.03.13","13:50","R",35,52.5,30,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M2_2014.03.13"
"M2","M","B","2014.03.13","13:50","I",35,52.5,30,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M2_2014.03.13"
"M2","M","C","2014.03.13","13:50","I",35,52.5,30,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M2_2014.03.13"
"M2","M","D","2014.03.13","13:50","R",35,52.5,32,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M2_2014.03.13"
"M2","M","E","2014.03.13","13:50","R",35,52.5,30,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-13,"M2_2014.03.13"
"SM","S","A","2014.03.13","10:00","R",44.5,40,28,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-13,"SM_2014.03.13"
"SM","S","B","2014.03.13","10:00","I",44.5,40,27,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-13,"SM_2014.03.13"
"SM","S","C","2014.03.13","10:00","R",44.5,40,26,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-13,"SM_2014.03.13"
"SM","S","D","2014.03.13","10:00","R",44.5,40,28,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-13,"SM_2014.03.13"
"SM","S","E","2014.03.13","10:00","R",44.5,40,28,NA,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-13,"SM_2014.03.13"
"M2","M","A","2014.03.18","8:35","R",31,37.5,25,0.201461056,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-18,"M2_2014.03.18"
"M2","M","B","2014.03.18","8:35","R",31,37.5,27,0.202893916,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-18,"M2_2014.03.18"
"M2","M","C","2014.03.18","8:35","I",31,37.5,27,0.200845448,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-18,"M2_2014.03.18"
"M2","M","D","2014.03.18","8:35","I",31,37.5,27,0.20640542,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-18,"M2_2014.03.18"
"M2","M","E","2014.03.18","8:35","I",31,37.5,27,0.22608044,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-18,"M2_2014.03.18"
"SM","S","A","2014.03.18","10:15","R",34,34.5,25,0.250857678,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-18,"SM_2014.03.18"
"SM","S","B","2014.03.18","10:15","I",34,34.5,27,0.217494254,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-18,"SM_2014.03.18"
"SM","S","C","2014.03.18","10:15","I",34,34.5,27,0.237357678,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-18,"SM_2014.03.18"
"SM","S","D","2014.03.18","10:15","I",34,34.5,26,0.241795469,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-18,"SM_2014.03.18"
"SM","S","E","2014.03.18","10:15","R",34,34.5,27,0.194805195,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-18,"SM_2014.03.18"
"F2","F","A","2014.03.20","10:25","F",36.5,29.5,25,0.207754761,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-20,"F2_2014.03.20"
"F2","F","B","2014.03.20","10:25","F",36.5,29.5,25,0.197259433,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-20,"F2_2014.03.20"
"F2","F","C","2014.03.20","10:25","F",36.5,29.5,25,0.221475077,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-20,"F2_2014.03.20"
"F2","F","D","2014.03.20","10:25","F",36.5,29.5,24,0.234729126,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-20,"F2_2014.03.20"
"F2","F","E","2014.03.20","10:25","F",36.5,29.5,25,0.23071318,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-20,"F2_2014.03.20"
"M1","M","A","2014.03.20","8:35","R",34.5,39,27,0.192910894,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-20,"M1_2014.03.20"
"M1","M","B","2014.03.20","8:35","R",34.5,39,29,0.187485848,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-20,"M1_2014.03.20"
"M1","M","C","2014.03.20","8:35","I",34.5,39,27,0.19427284,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-20,"M1_2014.03.20"
"M1","M","D","2014.03.20","8:35","I",34.5,39,27,0.198699358,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-20,"M1_2014.03.20"
"M1","M","E","2014.03.20","8:35","R",34.5,39,27,0.196641336,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-20,"M1_2014.03.20"
"F1","F","A","2014.03.25","9:00","F",23.5,24,23,0.261103492,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-25,"F1_2014.03.25"
"F1","F","B","2014.03.25","9:00","F",23.5,24,22,0.333472237,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-25,"F1_2014.03.25"
"F1","F","C","2014.03.25","9:00","F",23.5,24,23,0.272551032,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-25,"F1_2014.03.25"
"F1","F","D","2014.03.25","9:00","F",23.5,24,24,0.264053553,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-03-25,"F1_2014.03.25"
"SD","S","A","2014.03.25","10:30","I",35.5,39.5,25,0.141178147,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-25,"SD_2014.03.25"
"SD","S","B","2014.03.25","10:30","R",35.5,39.5,25,0.133540143,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-25,"SD_2014.03.25"
"SD","S","C","2014.03.25","10:30","I",35.5,39.5,26,0.129742717,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-25,"SD_2014.03.25"
"SD","S","D","2014.03.25","10:30","R",35.5,39.5,25,0.119823368,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-25,"SD_2014.03.25"
"SD","S","E","2014.03.25","10:30","I",35.5,39.5,26,0.123013131,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-25,"SD_2014.03.25"
"S1","S","A","2014.03.26","10:30","I",37.5,49,27,0.18463947,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"S1_2014.03.26"
"S1","S","B","2014.03.26","10:30","I",37.5,49,27,0.181309457,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"S1_2014.03.26"
"S1","S","C","2014.03.26","10:30","I",37.5,49,27,0.191810512,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"S1_2014.03.26"
"S1","S","D","2014.03.26","10:30","R",37.5,49,27,0.184438602,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"S1_2014.03.26"
"S1","S","E","2014.03.26","10:30","R",37.5,49,27,0.202370673,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"S1_2014.03.26"
"SM","S","A","2014.03.26","9:00","I",27,36.5,25,0.230163537,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"SM_2014.03.26"
"SM","S","B","2014.03.26","9:00","R",27,36.5,26,0.238095238,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"SM_2014.03.26"
"SM","S","C","2014.03.26","9:00","R",27,36.5,26,0.234639878,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"SM_2014.03.26"
"SM","S","D","2014.03.26","9:00","I",27,36.5,27,0.239353048,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"SM_2014.03.26"
"SM","S","E","2014.03.26","9:00","I",27,36.5,26,0.224893529,NA,NA,NA,NA,NA,NA,"","darkblue","Soya SC",2014-03-26,"SM_2014.03.26"
"M1","M","A","2014.03.27","10:00","R",32,37.5,25,0.243005131,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-27,"M1_2014.03.27"
"M1","M","B","2014.03.27","10:00","R",32,37.5,26,0.231392522,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-27,"M1_2014.03.27"
"M1","M","C","2014.03.27","10:00","R",32,37.5,27,0.230468482,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-27,"M1_2014.03.27"
"M1","M","D","2014.03.27","10:00","I",32,37.5,27,0.226623333,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-27,"M1_2014.03.27"
"M1","M","E","2014.03.27","10:00","I",32,37.5,28,0.274489691,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-03-27,"M1_2014.03.27"
"M2","M","A","2014.04.01","14:00","R",24,24,25,0.341271608,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-01,"M2_2014.04.01"
"M2","M","B","2014.04.01","14:00","I",24,24,26,0.361161003,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-01,"M2_2014.04.01"
"M2","M","C","2014.04.01","14:00","R",24,24,26,0.498369404,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-01,"M2_2014.04.01"
"M2","M","D","2014.04.01","14:00","R",24,24,26,0.37482364,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-01,"M2_2014.04.01"
"M2","M","E","2014.04.01","14:00","I",24,24,26,0.350253807,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-01,"M2_2014.04.01"
"F3","F","A","2014.04.02","9:55","F",26.5,26,24,0.260350238,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-04-02,"F3_2014.04.02"
"F3","F","B","2014.04.02","9:55","F",26.5,26,25,0.287866949,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-04-02,"F3_2014.04.02"
"F3","F","C","2014.04.02","9:55","F",26.5,26,23.5,0.27334903,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-04-02,"F3_2014.04.02"
"F3","F","D","2014.04.02","9:55","F",26.5,26,24,0.266892228,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-04-02,"F3_2014.04.02"
"M3","M","A","2014.04.02","8:00","R",24.5,26,25,0.208126858,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-02,"M3_2014.04.02"
"M3","M","B","2014.04.02","8:00","R",24.5,26,25,0.192895905,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-02,"M3_2014.04.02"
"M3","M","C","2014.04.02","8:00","R",24.5,26,24,0.229778515,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-02,"M3_2014.04.02"
"M3","M","D","2014.04.02","8:00","I",24.5,26,24,0.209960442,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-02,"M3_2014.04.02"
"M3","M","E","2014.04.02","8:00","I",24.5,26,25,0.200596399,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-02,"M3_2014.04.02"
"F2","F","A","2014.04.03","13:30","F",28.5,27.5,24,0.250841568,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-04-03,"F2_2014.04.03"
"F2","F","B","2014.04.03","13:30","F",28.5,27.5,25,0.248005394,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-04-03,"F2_2014.04.03"
"F2","F","C","2014.04.03","13:30","F",28.5,27.5,25,0.26954678,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-04-03,"F2_2014.04.03"
"F2","F","D","2014.04.03","13:30","F",28.5,27.5,24,0.23962029,NA,NA,NA,NA,NA,NA,"","darkgreen","Forest",2014-04-03,"F2_2014.04.03"
"M1","M","A","2014.04.07","9:55","I",31.5,36,26,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-07,"M1_2014.04.07"
"M1","M","B","2014.04.07","9:55","R",31.5,36,26,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-07,"M1_2014.04.07"
"M1","M","C","2014.04.07","9:55","R",31.5,36,26,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-07,"M1_2014.04.07"
"M1","M","D","2014.04.07","9:55","R",31.5,36,26,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-07,"M1_2014.04.07"
"M1","M","E","2014.04.07","9:55","I",31.5,36,24,NA,NA,NA,NA,NA,NA,NA,"","darkorange","Soya/Maize DC",2014-04-07,"M1_2014.04.07"
